Animal Id,Animal Type,Source Id,Council District,Intake Type,Intake Total,Staff Id,Intake Date,Intake Condition,Outcome Type,Outcome Date,Outcome Condition,Chip Status,Animal Origin,Month,Year
A0626420,DOG,P9991579,5,STRAY,1,ASB1579,12/01/2019,APP WNL,RETURNED TO OWNER,12/01/2019,APP WNL,SCAN NO CHIP,SWEEP,DEC.2019,FY2020
A0636173,DOG,P9991704,5,STRAY,1,SC1704,10/28/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/28/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,SWEEP,OCT.2019,FY2020
A0638012,DOG,P0787875,8,OWNER SURRENDER,1,SC1704,12/16/2019,CRITICAL,EUTHANIZED,12/16/2019,APP SICK,SCAN CHIP,SWEEP,DEC.2019,FY2020
A0643134,DOG,P9991781,8,STRAY,1,AO1781,11/28/2019,APP WNL,RETURNED TO OWNER,11/29/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0648253,DOG,P0904994,8,STRAY,1,CDM,10/21/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0651053,DOG,P9991772,2,STRAY,1,RO1772,10/10/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/10/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,OCT.2019,FY2020
A0663765,DOG,P9991774,6,STRAY,1,SM1774,11/24/2019,APP WNL,RETURNED TO OWNER,11/24/2019,APP WNL,UNABLE TO SCAN,FIELD,NOV.2019,FY2020
A0666474,DOG,P0105355,6,FOSTER,1,OT,11/20/2019,APP WNL,ADOPTION,11/20/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0669554,DOG,P0908720,4,OWNER SURRENDER,1,RK1765,11/21/2019,APP SICK,EUTHANIZED,11/22/2019,UNKNOWN,SCAN CHIP,FIELD,NOV.2019,FY2020
A0672781,DOG,P9991184,6,STRAY,1,MG1718,10/12/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/12/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,OCT.2019,FY2020
A0689860,DOG,P0531548,14,CONFISCATED,1,CBU,10/20/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,10/21/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0690363,DOG,P0593521,6,OWNER SURRENDER,1,CBU,11/03/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,11/03/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0690416,DOG,P0542160,6,TRANSFER,1,DL,10/22/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/22/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0692158,DOG,P0593521,6,OWNER SURRENDER,1,DL,10/12/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/16/2019,HEALTHY,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0695367,DOG,P0088147,5,OWNER SURRENDER,1,JR,12/07/2019,CRITICAL,EUTHANIZED,12/07/2019,CRITICAL,SCAN CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0695619,DOG,P9991718,8,STRAY,1,MG1718,10/24/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/24/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,SWEEP,OCT.2019,FY2020
A0698369,DOG,P0907430,5,STRAY,1,MW1723,11/11/2019,APP WNL,RETURNED TO OWNER,11/11/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0705276,DOG,P9991718,3,STRAY,1,MG1718,11/23/2019,APP WNL,RETURNED TO OWNER,11/23/2019,APP WNL,UNABLE TO SCAN,SWEEP,NOV.2019,FY2020
A0705368,DOG,P9991780,7,STRAY,1,JB1744,11/24/2019,APP WNL,RETURNED TO OWNER,11/24/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0710058,DOG,P0572756,2,CONFISCATED,1,AO1781,10/19/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/29/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0712121,DOG,P0855193,3,STRAY,1,SP1782,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/01/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,FIELD,OCT.2019,FY2020
A0716512,CAT,P0584727,10,OWNER SURRENDER,1,DL,10/23/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,10/24/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0726176,DOG,P0596890,6,CONFISCATED,1,AT1754,10/22/2019,APP WNL,TRANSFER,11/10/2019,APP WNL,SCAN CHIP,FIELD,OCT.2019,FY2020
A0733653,DOG,P0910386,6,STRAY,1,EV,12/05/2019,APP WNL,RETURNED TO OWNER,12/07/2019,APP WNL,SCAN NO CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0733709,DOG,P0612673,7,OWNER SURRENDER,1,CBU,12/15/2019,DEAD,DEAD ON ARRIVAL,12/15/2019,DEAD,SCAN CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0738963,DOG,P9991764,10,STRAY,1,MO1764,10/17/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/23/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0741378,DOG,P9991780,6,STRAY,1,AK1780,11/25/2019,APP WNL,RETURNED TO OWNER,11/30/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0742146,DOG,P0491310,6,OWNER SURRENDER,1,DL,10/25/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,10/25/2019,,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0747126,DOG,P9991721,1,STRAY,1,MG1718,11/02/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/02/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,SWEEP,NOV.2019,FY2020
A0749186,DOG,P9991709,4,STRAY,1,MH1709,10/09/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/09/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,SWEEP,OCT.2019,FY2020
A0751471,DOG,P9991710,3,STRAY,1,B1710CV,11/24/2019,APP WNL,RETURNED TO OWNER,11/24/2019,APP WNL,UNABLE TO SCAN,FIELD,NOV.2019,FY2020
A0751472,DOG,P0531240,4,OWNER SURRENDER,1,DL,12/03/2019,APP WNL,ADOPTION,12/05/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0757150,DOG,P9991579,5,STRAY,1,ASB1579,12/10/2019,APP WNL,RETURNED TO OWNER,12/10/2019,APP WNL,SCAN NO CHIP,SWEEP,DEC.2019,FY2020
A0757909,DOG,P0626682,2,OWNER SURRENDER,1,SK,10/25/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,10/31/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0757952,DOG,P0531240,4,OWNER SURRENDER,1,DL,12/03/2019,APP WNL,ADOPTION,12/05/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0760676,DOG,P0752799,5,STRAY,1,JO1195,12/05/2019,UNKNOWN,RETURNED TO OWNER,12/05/2019,UNKNOWN,SCAN CHIP,FIELD,DEC.2019,FY2020
A0761950,DOG,P0000000,12,STRAY,1,KC,10/19/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/20/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0763188,DOG,P0905706,1,STRAY,1,CDM,10/27/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/28/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0764783,DOG,P0903301,14,STRAY,1,CDM,10/07/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/13/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0765847,DOG,P9991704,1,STRAY,1,SC1704,10/09/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/10/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,OCT.2019,FY2020
A0768798,DOG,P0907017,5,OWNER SURRENDER,1,CDM,11/07/2019,APP WNL,EUTHANIZED,11/16/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0774507,DOG,P9991549,3,STRAY,1,MG1718,10/16/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/16/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,OCT.2019,FY2020
A0774765,DOG,P9991709,2,STRAY,1,MH1709,11/23/2019,APP WNL,RETURNED TO OWNER,11/23/2019,APP WNL,SCAN CHIP,SWEEP,NOV.2019,FY2020
A0775269,DOG,P9991772,5,STRAY,1,RO1772,12/04/2019,APP WNL,RETURNED TO OWNER,12/04/2019,APP WNL,UNABLE TO SCAN,SWEEP,DEC.2019,FY2020
A0778994,DOG,P9991702,3,STRAY,1,RM1702,10/20/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/20/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,SWEEP,OCT.2019,FY2020
A0783918,DOG,P0885710,12,OWNER SURRENDER,1,DL,11/16/2019,APP WNL,TRANSFER,12/04/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0785384,DOG,P0641582,6,OWNER SURRENDER,1,MRY1776,12/05/2019,APP WNL,ADOPTION,12/11/2019,APP WNL,SCAN CHIP,FIELD,DEC.2019,FY2020
A0785507,DOG,P9991184,1,STRAY,1,MG1718,10/12/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/12/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,SWEEP,OCT.2019,FY2020
A0792430,DOG,P0068529,1,OWNER SURRENDER,1,DL,12/04/2019,APP WNL,ADOPTION,12/11/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0797749,CAT,P0581470,3,OWNER SURRENDER,1,BW,10/03/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/04/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0806393,DOG,P9991715,5,STRAY,1,DB1715,11/26/2019,UNKNOWN,RETURNED TO OWNER,11/26/2019,UNKNOWN,SCAN NO CHIP,SWEEP,NOV.2019,FY2020
A0807172,DOG,P9991780,5,STRAY,1,AK1780,11/13/2019,APP WNL,RETURNED TO OWNER,11/13/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0812673,DOG,P9991715,5,STRAY,1,DB1715,11/27/2019,UNKNOWN,RETURNED TO OWNER,11/27/2019,UNKNOWN,SCAN CHIP,SWEEP,NOV.2019,FY2020
A0817265,DOG,P9991776,2,CONFISCATED,1,MRY1776,11/20/2019,APP WNL,RETURNED TO OWNER,11/21/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0817458,DOG,P0863889,3,STRAY,1,DL,10/09/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/09/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0820023,DOG,P9991719,5,STRAY,1,AS1719,11/22/2019,APP WNL,RETURNED TO OWNER,11/22/2019,APP WNL,UNABLE TO SCAN,SWEEP,NOV.2019,FY2020
A0820528,DOG,P9991772,7,STRAY,1,RO1772,11/30/2019,APP WNL,ADOPTION,12/10/2019,APP WNL,SCAN CHIP,SWEEP,NOV.2019,FY2020
A0824144,DOG,P0662575,7,STRAY,1,AR1758,10/03/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,10/29/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0827728,DOG,P9991574,4,STRAY,1,JC1574,11/15/2019,APP WNL,RETURNED TO OWNER,11/16/2019,APP WNL,SCAN CHIP,SWEEP,NOV.2019,FY2020
A0829001,DOG,P9991748,14,STRAY,1,MM1748,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/31/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0829759,DOG,P9991780,2,STRAY,1,AK1780,10/28/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0832957,DOG,P0905445,3,STRAY,1,CDM,10/25/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/26/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0838566,CAT,P0903074,5,OWNER SURRENDER,1,OT,10/05/2019,APP WNL,ADOPTION,11/10/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0840230,DOG,P9991768,8,STRAY,1,ER1768,12/12/2019,APP WNL,RETURNED TO OWNER,12/12/2019,APP WNL,SCAN CHIP,FIELD,DEC.2019,FY2020
A0844704,DOG,P9991718,8,STRAY,1,MG1718,10/31/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/31/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,SWEEP,OCT.2019,FY2020
A0844952,CAT,P0673581,13,OWNER SURRENDER,1,VD1770,11/26/2019,APP SICK,EUTHANIZED,11/27/2019,APP SICK,SCAN CHIP,FIELD,NOV.2019,FY2020
A0846316,DOG,P0674372,3,CONFISCATED,1,EP1751,10/06/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/16/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,SCAN NO CHIP,FIELD,OCT.2019,FY2020
A0851962,DOG,P9991772,5,STRAY,1,RO1772,10/25/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/26/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,OCT.2019,FY2020
A0855690,DOG,P0903709,7,CONFISCATED,1,ER1768,10/10/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,10/14/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,UNABLE TO SCAN,FIELD,OCT.2019,FY2020
A0856660,DOG,P0906323,7,STRAY,1,JR,11/01/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/02/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0858283,DOG,P9991772,6,STRAY,1,RO1772,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,SWEEP,OCT.2019,FY2020
A0859605,DOG,P9991736,4,STRAY,1,TM1736,11/14/2019,UNKNOWN,RETURNED TO OWNER,11/15/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0860903,DOG,P9991721,6,STRAY,1,MG1718,12/13/2019,APP WNL,RETURNED TO OWNER,12/13/2019,APP WNL,UNABLE TO SCAN,SWEEP,DEC.2019,FY2020
A0861876,DOG,P0772982,4,STRAY,1,AO1781,11/06/2019,APP WNL,RETURNED TO OWNER,11/07/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0862238,CAT,P0904226,10,OWNER SURRENDER,1,SP1782,10/15/2019,UNHEALTHY UNTREATABLE CONTAGIOUS,DEAD ON ARRIVAL,10/16/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,UNABLE TO SCAN,FIELD,OCT.2019,FY2020
A0862518,DOG,P0905328,4,STRAY,1,MW1723,10/28/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/28/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0863696,DOG,P0904288,4,STRAY,1,CBU,10/15/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,10/22/2019,,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0865166,DOG,P9991778,2,STRAY,1,LU1778,11/12/2019,UNKNOWN,RETURNED TO OWNER,11/12/2019,UNKNOWN,UNABLE TO SCAN,FIELD,NOV.2019,FY2020
A0867356,DOG,P9991721,4,STRAY,1,MG1718,11/08/2019,APP WNL,RETURNED TO OWNER,11/08/2019,APP WNL,SCAN NO CHIP,SWEEP,NOV.2019,FY2020
A0867758,DOG,P9991579,8,STRAY,1,ASB1579,11/17/2019,APP WNL,RETURNED TO OWNER,11/17/2019,APP WNL,SCAN NO CHIP,SWEEP,NOV.2019,FY2020
A0871227,DOG,P9991721,1,STRAY,1,MG1718,10/26/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/26/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,SWEEP,OCT.2019,FY2020
A0873976,DOG,P0825889,6,CONFISCATED,1,BW,11/14/2019,UNKNOWN,RETURNED TO OWNER,11/23/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0875590,DOG,P9991776,1,STRAY,1,MRY1776,10/10/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/10/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,FIELD,OCT.2019,FY2020
A0876295,DOG,P0691380,1,OWNER SURRENDER,1,JR,11/08/2019,APP SICK,EUTHANIZED,11/08/2019,FATAL,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0877633,DOG,P0907656,2,OWNER SURRENDER,1,VD1770,11/12/2019,APP WNL,EUTHANIZED,11/13/2019,APP SICK,SCAN CHIP,FIELD,NOV.2019,FY2020
A0878238,DOG,P0907123,4,STRAY,1,BC1779,11/08/2019,APP INJ,ADOPTION,12/07/2019,APP WNL,SCAN NO CHIP,FIELD,NOV.2019,FY2020
A0880311,DOG,P0905715,2,STRAY,1,CDM,10/27/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/27/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0880871,DOG,P9991709,5,STRAY,1,MH1709,11/23/2019,APP WNL,RETURNED TO OWNER,11/23/2019,APP WNL,UNABLE TO SCAN,SWEEP,NOV.2019,FY2020
A0881480,DOG,P9991778,7,STRAY,1,LU1778,12/09/2019,UNKNOWN,TRANSFER,12/16/2019,UNKNOWN,SCAN CHIP,FIELD,DEC.2019,FY2020
A0881879,DOG,P9991772,7,STRAY,1,RO1772,11/02/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,11/02/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,NOV.2019,FY2020
A0882614,DOG,P9991709,2,STRAY,1,MH1709,11/23/2019,APP WNL,RETURNED TO OWNER,11/25/2019,APP WNL,SCAN CHIP,SWEEP,NOV.2019,FY2020
A0883104,DOG,P0695390,9,OWNER SURRENDER,1,MRY1776,10/24/2019,APP INJ,ADOPTION,12/03/2019,APP WNL,SCAN CHIP,FIELD,OCT.2019,FY2020
A0884607,DOG,P9991780,7,STRAY,1,AK1780,10/27/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/27/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0885655,CAT,P0735235,6,TRANSFER,1,DL,10/04/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/05/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0886363,DOG,P9991772,6,STRAY,1,RO1772,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,OCT.2019,FY2020
A0887129,DOG,P0904994,8,STRAY,1,CDM,10/21/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/27/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0889908,DOG,P0909080,12,STRAY,1,CDM,11/24/2019,APP WNL,RETURNED TO OWNER,11/26/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0892538,DOG,P0735235,6,TRANSFER,1,DL,10/12/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/19/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0893166,DOG,P9991721,1,STRAY,1,MG1718,10/25/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/25/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,OCT.2019,FY2020
A0894857,DOG,P9991748,7,STRAY,1,MM1748,10/24/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,11/01/2019,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0896256,DOG,P0702666,14,CONFISCATED,1,MM1748,11/08/2019,APP WNL,RETURNED TO OWNER,11/09/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0897022,DOG,P0823557,6,STRAY,1,JO1195,11/11/2019,UNKNOWN,RETURNED TO OWNER,11/13/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0898536,DOG,P0735235,6,TRANSFER,1,CBU,11/02/2019,APP WNL,ADOPTION,12/05/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0904840,DOG,P9991704,8,STRAY,1,SC1704,11/13/2019,APP WNL,RETURNED TO OWNER,11/13/2019,APP WNL,SCAN CHIP,SWEEP,NOV.2019,FY2020
A0905108,DOG,P9991721,11,STRAY,1,MG1718,11/16/2019,APP WNL,RETURNED TO OWNER,11/16/2019,APP WNL,UNABLE TO SCAN,SWEEP,NOV.2019,FY2020
A0906308,DOG,P0708188,1,OWNER SURRENDER,1,AT1754,10/06/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,10/13/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0906873,DOG,P0708669,5,OWNER SURRENDER,1,JO1195,11/21/2019,UNKNOWN,EUTHANIZED,11/22/2019,APP WNL,SCAN CHIP,FIELD,NOV.2019,FY2020
A0907176,DOG,P9991704,4,STRAY,1,SC1704,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/30/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,SWEEP,OCT.2019,FY2020
A0909723,DOG,P9991718,6,STRAY,1,MG1718,10/10/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/10/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,UNABLE TO SCAN,SWEEP,OCT.2019,FY2020
A0915854,DOG,P0902932,10,OWNER SURRENDER,1,TM1736,10/04/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/04/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0918116,DOG,P0501439,6,TREATMENT,1,SJ,12/12/2019,APP WNL,TREATMENT,12/13/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0919924,DOG,P0910295,1,STRAY,1,BW,12/04/2019,APP WNL,ADOPTION,12/08/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0921467,DOG,P0717558,5,OWNER SURRENDER,1,JR,11/16/2019,APP WNL,TRANSFER,12/08/2019,APP SICK,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0922144,DOG,P0905644,6,STRAY,1,DL,10/26/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/28/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,OVER THE COUNTER,OCT.2019,FY2020
A0926791,DOG,P0908144,4,STRAY,1,CBU,11/16/2019,APP WNL,RETURNED TO OWNER,11/17/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,NOV.2019,FY2020
A0929498,DOG,P0911558,2,STRAY,1,CBU,12/14/2019,APP WNL,RETURNED TO OWNER,12/17/2019,APP WNL,SCAN CHIP,OVER THE COUNTER,DEC.2019,FY2020
A0930011,DOG,P9991780,2,STRAY,1,AK1780,10/07/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,10/19/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN CHIP,FIELD,OCT.2019,FY2020
A0931957,DOG,P0567277,1,OWNER SURRENDER,1,MC1749,11/29/2019,APP WNL,EUTHANIZED,11/30/2019,APP SICK,SCAN CHIP,FIELD,NOV.2019,FY2020
A0933952,DOG,P9991579,5,STRAY,1,ASB1579,12/15/2019,APP WNL,RETURNED TO OWNER,12/15/2019,APP WNL,SCAN CHIP,SWEEP,DEC.2019,FY2020
A0934300,DOG,P9991715,5,STRAY,1,DB1715,10/21/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,10/21/2019,TREATABLE REHABILITABLE NON-CONTAGIOUS,SCAN NO CHIP,SWEEP,OCT.2019,FY2020
A0934693,DOG,P9991740,2,STRAY,1,WH1740,12/12/2019,APP WNL,RETURNED TO OWNER,12/12/2019,APP WNL,UNABLE TO SCAN,FIELD,DEC.2019,FY2020
